arxiv_id,authors,title,abstract,category
arXiv:1908.10549,Siyang Li et al.,Program objectives and specifications for the Ultra-Fast Astronomy observatory,"We present program objectives and specifications for the first generation Ultra-Fast Astronomy (UFA) observatory which will explore a new astrophysical phase space by characterizing the variability of the optical (320 nm - 650 nm) sky in the millisecond to nanosecond timescales. One of the first objectives of the UFA observatory will be to search for optical counterparts to fast radio bursts (FRB) that can be used to identify the origins of FRB and probe the epoch of reionization and baryonic matter in the interstellar and intergalactic mediums. The UFA camera will consist of two single-photon resolution fast-response detector 16x16 arrays operated in coincidence mounted on the 0.7 meter Nazarbayev University Transient Telescope at the Assy-Turgen Astrophysical Observatory (NUTTelA-TAO) located near Almaty, Kazakhstan. We are currently developing two readout systems that can measure down to the microsecond and nanosecond timescales and characterizing two silicon photomultipliers (SiPM) and one photomultiplier tube (PMT) to compare the detectors for the UFA observatory and astrophysical observations in general.",astro-ph.IM
arXiv:1908.10547,"Siyang Li, George F. Smoot, ",Characterization of a silicon photomultiplier for the Ultra-Fast Astronomy telescope,"We characterized the S13360-3050CS Multi-Pixel Photon Counter (MPPC), a silicon photomultiplier (SiPM) manufactured by Hamamatsu Photonics K.K.. Measurements were obtained inside a light tight dark box using 365 nm, 400 nm, 525 nm, 660 nm, 720 nm, 810 nm, and 900 nm light-emitting diodes (LED) and the Citiroc 1A front-end evaluation system manufactured by Weeroc. At a 2.95V over voltage, we measured a dark count rate of 5.07x$10^{5}$ counts per second at 26$^{\circ}$C, crosstalk probability of 8.7$\%$, photon detection efficiency of 36$\%$ at 400 nm, linear range of 1.8x$10^{7}$ photons per second, and saturation at 5x$10^8$ photons per second. The S13360-3050CS MPPC is a candidate detector for the Ultra-Fast Astronomy (UFA) telescope which will characterize the optical sky in the millisecond to nanosecond timescales using two SiPM arrays operated in coincidence mounted on the 0.7 meter Nazarbayev University Transient Telescope at the Assy-Turgen Astrophysical Observatory (NUTTelA-TAO) located near Almaty, Kazakhstan. One objective of the UFA telescope will be to search for optical counterparts to fast radio bursts (FRB) that can be used to identify the origins of FRB and probe the epoch of reionization and baryonic matter in the interstellar and intergalactic mediums.",astro-ph.IM
arXiv:1908.10222,Yunpeng Men et al.,Non-detection of fast radio bursts from six gamma-ray burst remnants with possible magnetar engines,"The analogy of the host galaxy of the repeating fast radio burst (FRB) source FRB 121102 and those of long gamma-ray bursts (GRBs) and super-luminous supernovae (SLSNe) has led to the suggestion that young magnetars born in GRBs and SLSNe could be the central engine of repeating FRBs. We test such a hypothesis by performing dedicated observations of the remnants of six GRBs with evidence of having a magnetar central engine using the Arecibo telescope and the Robert C. Byrd Green Bank Telescope (GBT). A total of $\sim 20$ hrs of observations of these sources did not detect any FRB from these remnants. Under the assumptions that all these GRBs left behind a long-lived magnetar and that the bursting rate of FRB 121102 is typical for a magnetar FRB engine, we estimate a non-detection probability of $8.9\times10^{-6}$. Even though these non-detections cannot exclude the young magnetar model of FRBs, we place constraints on the burst rate and luminosity function of FRBs from these GRB targets.",astro-ph.HE
arXiv:1908.10026,Pravir Kumar et al.,Faint Repetitions from a Bright Fast Radio Burst Source,"We report the detection of repeat bursts from the source of FRB 171019, one of the brightest fast radio bursts (FRBs) detected in the Australian Square Kilometre Array Pathfinder (ASKAP) fly's eye survey. Two bursts from the source were detected with the Green Bank Telescope in observations centered at 820 MHz. The repetitions are a factor of $\sim 590$ fainter than the ASKAP-discovered burst. All three bursts from this source show no evidence of scattering and have consistent pulse widths. The pulse spectra show modulation that could be evidence for either steep spectra or patchy emission. The two repetitions were the only ones found in an observing campaign for this FRB totaling 1000 hr, which also included ASKAP and the 64-m Parkes radio telescope, over a range of frequencies (720$-$2000 MHz) at epochs spanning two years. The inferred scaling of repetition rate with fluence of this source agrees with the other repeating source, FRB 121102. The detection of faint pulses from FRB 171019 shows that at least some FRBs selected from bright samples will repeat if follow-up observations are conducted with more sensitive telescopes.",astro-ph.HE
arXiv:1908.09997,M. G. Aartsen et al.,A Search for MeV to TeV Neutrinos from Fast Radio Bursts with IceCube,"We present two searches for IceCube neutrino events coincident with 28 fast radio bursts (FRBs) and one repeating FRB. The first improves upon a previous IceCube analysis -- searching for spatial and temporal correlation of events with FRBs at energies greater than roughly 50 GeV -- by increasing the effective area by an order of magnitude. The second is a search for temporal correlation of MeV neutrino events with FRBs. No significant correlation is found in either search, therefore, we set upper limits on the time-integrated neutrino flux emitted by FRBs for a range of emission timescales less than one day. These are the first limits on FRB neutrino emission at the MeV scale, and the limits set at higher energies are an order-of-magnitude improvement over those set by any neutrino telescope.",astro-ph.HE
arXiv:1908.08688,Clancy W. James et al.,Using negative-latency gravitational wave alerts to detect prompt radio bursts from binary neutron star mergers with the Murchison Widefield Array,"We examine how fast radio burst (FRB)-like signals predicted to be generated during the merger of a binary neutron star (BNS) may be detected in low-frequency radio observations triggered by the aLIGO/Virgo gravitational wave detectors. The rapidity, directional accuracy, and sensitivity of follow-up observations with the Murchison Widefield Array (MWA) are considered. We show that with current methodology, the rapidity criteria fails for triggered MWA observations above 136 MHz for BNS mergers within the aLIGO/Virgo horizon, for which little dispersive delay is expected. A calculation of the expected reduction in response time by triggering on `negative latency' alerts from aLIGO/Virgo observations of gravitational waves generated by the BNS inspiral is presented. This allows for observations up to 300 MHz where the radio signal is expected to be stronger. To compensate for the poor positional accuracy expected from these alerts, we propose a new MWA observational mode that is capable of viewing one quarter of the sky. We show the sensitivity of this mode is sufficient to detect an FRB-like burst from an event similar to GW170817 if it occurred during the ongoing aLIGO/Virgo third science run (O3).",astro-ph.HE
arXiv:1908.07743,"Andrei M. Beloborodov, ",Blast Waves from Magnetar Flares and Fast Radio Bursts,"Magnetars younger than one century are expected to be hyper active. Besides winds powered by rotation they generate frequent magnetic flares, which launch powerful blast waves into the wind. These internal shocks act as masers producing fast (millisecond) radio bursts (FRBs) with the following properties. (1) GHz radio emission occurs at radii $r\sim 10^{14}$ cm and lasts $\lesssim 1$ ms in observer's time. (2) Induced scattering in the surrounding wind does not suppress the radio burst. (3) The emission has linear polarization set by the magnetar rotation axis. (4) The emission drifts to lower frequencies during the burst, and its duration broadens at lower frequencies. (5) Blast waves in inhomogeneous winds may emit variable bursts; periodicity might appear on sub-ms timescales if the magnetar rotates with $\sim 1$ s period. However, the observed FRB structure is likely changed by lensing effects during propagation through the host galaxy. (6) The FRBs from magnetars are expected to repeat, with rare strong bursts (up to $\sim 10^{43}$ erg) or more frequent weak bursts. (7) When a repeating flare strikes the wind bubble in the tail of a previous flare, the FRB turns into a bright optical flash. Its luminosity may approach that of a supernova Ia and last seconds. The rate of these optical flashes in the universe is much lower than the FRB rate, however it may exceed the supernova rate. Locations of hyper-active magnetars in their host galaxies depend on how they form: magnetars created in supernovae explosions will trace star formation regions, and magnetars formed in mergers of compact objects will be offset. The merger magnetars are expected to be most energetic and particularly hyper-active.",astro-ph.HE
arXiv:1908.07506,J. Hoang et al.,Searching for optical and VHE counterparts of fast radio bursts with MAGIC,"Fast radio bursts (FRBs) are an enigmatic class of extragalactic transients emitting Jy-level radio bursts in the GHz band, lasting for only a few ms. So far, some objects are known to repeat while several others are not, likely indicating multiple origins. There are many theoretical models, some predict prompt VHE or optical emission correlated with FRBs while others imply VHE afterglows hours after the FRB. To test these predictions and unravel the nature of FRB progenitors, the stereoscopic Imaging Atmospheric Cherenkov Telescopes (IACTs) system MAGIC has been participating in FRB observation campaigns since 2016. As IACTs are sensitive to Cherenkov photons in the UV/blue region of the electromagnetic spectrum and use photo-detectors with time response faster than a ms, MAGIC is also able to perform simultaneous optical observations through a dedicated system installed in the central PMT of its camera. The main challenge faced by MAGIC in searching for optical counterpart of FRBs is the presence of irreducible background optical events due to terrestrial sources. We present new results from MAGIC observations of the first repeating FRB 121102 during several MWL observation campaigns. The recently improved instrument and refined strategy to search for counterparts of FRBs in the VHE and optical bands will also be presented.",astro-ph.HE
arXiv:1908.06471,"Jamie Holder, Ryan S. Lynch, ",VERITAS Observations of Fast Radio Bursts,"Fast radio bursts (FRBs) are bright, unresolved, millisecond-duration flashes of radio emission originating from outside of the Milky Way. The source of these mysterious outbursts is unknown, but their high luminosity, high dispersion measure and short duration requires an extreme, high-energy, astrophysical process. The majority of FRBs have been discovered as single events which would require a chance coincidence for contemporaneous multiwavelength observations. However, two have been observed to repeat: FRB 121102 and the recently detected FRB 180814.J0422+73. These repeating FRBs have allowed for targeted observations by a number of different instruments, including VERITAS. We present the VERITAS FRB observing program and the results of these observations.",astro-ph.HE
arXiv:1908.04304,Yogesh Maan et al.,Distinct properties of the radio burst emission from the magnetar XTE J1810-197,"XTE J1810-197 (PSR J1809-1943) was the first ever magnetar which was found to emit transient radio emission. It has recently undergone another radio and high-energy outburst. This is only the second radio outburst that has been observed from this source. We observed J1810-197 soon after its recent radio outburst at low radio frequencies using the Giant Metrewave Radio Telescope. We present the 650 MHz flux density evolution of the source in the early phases of the outburst, and its radio spectrum down to frequencies as low as 300 MHz. The magnetar also exhibits radio emission in the form of strong, narrow bursts. We show that the bursts have a characteristic intrinsic width of the order of 0.5-0.7 ms, and discuss their properties in the context of giant pulses and giant micropulses from other pulsars. We also show that the bursts exhibit spectral structures which cannot be explained by interstellar propagation effects. These structures might indicate a phenomenological link with the repeating fast radio bursts which also show interesting, more detailed frequency structures. While the spectral structures are particularly noticeable in the early phases of the outburst, these seem to be less prominent as well as less frequent in the later phases, suggesting an evolution of the underlying cause of these spectral structures.",astro-ph.HE
arXiv:1908.03507,The CHIME/FRB Collaboration et al.,CHIME/FRB Detection of Eight New Repeating Fast Radio Burst Sources,"We report on the discovery of eight repeating fast radio burst (FRB) sources found using the Canadian Hydrogen Intensity Mapping Experiment (CHIME) telescope. These sources span a dispersion measure (DM) range of 103.5 to 1281 pc cm$^{-3}$. They display varying degrees of activity: six sources were detected twice, another three times, and one ten times. These eight repeating FRBs likely represent the bright and/or high-rate end of a distribution of infrequently repeating sources. For all sources, we determine sky coordinates with uncertainties of $\sim$10$^\prime$. FRB 180916.J0158+65 has a burst-averaged DM = $349.2 \pm 0.3$ pc cm$^{-3}$ and a low DM excess over the modelled Galactic maximum (as low as $\sim$20 pc cm$^{-3}$); this source also has a Faraday rotation measure (RM) of $-114.6 \pm 0.6$ rad m$^{-2}$, much lower than the RM measured for FRB 121102. FRB 181030.J1054+73 has the lowest DM for a repeater, $103.5 \pm 0.3$ pc cm$^{-3}$, with a DM excess of $\sim$ 70 pc cm$^{-3}$. Both sources are interesting targets for multi-wavelength follow-up due to their apparent proximity. The DM distribution of our repeater sample is statistically indistinguishable from that of the first 12 CHIME/FRB sources that have not repeated. We find, with 4$\sigma$ significance, that repeater bursts are generally wider than those of CHIME/FRB bursts that have not repeated, suggesting different emission mechanisms. Our repeater events show complex morphologies that are reminiscent of the first two discovered repeating FRBs. The repetitive behavior of these sources will enable interferometric localizations and subsequent host galaxy identifications.",astro-ph.HE
arXiv:1908.02690,K. M. Rajwade et al.,A 21 cm pilot survey for pulsars and transients using the Focal L-Band Array for the Green Bank Telescope,"Phased Array Feed (PAF) receivers are at the forefront of modern day radio astronomy. PAFs are currently being developed for spectral line and radio continuum surveys and to search for pulsars and fast radio bursts. Here, we present results of the pilot survey for pulsars and fast radio bursts using the Focal plane L-band Array for the Green Bank Telescope (FLAG) receiver operating in the frequency range of 1.3--1.5 GHz. With a system temperature of $\sim$18 K, the receiver provided unprecedented sensitivity to the survey over an instantaneous field of view (FoV) of 0.1 deg$^{2}$. For the survey, we implemented both time and frequency domain search pipelines designed to find pulsars and fast radio bursts that were validated by test pulsar observations. Although no new sources were found, we were able to demonstrate the capability of this instrument from observations of known pulsars. We report an upper limit on the rate of fast radio bursts above a fluence of 0.36~Jy ms to be 1.3 $\times$ 10$^6$ events per day per sky. Using population simulations, we show that the FLAG will find a factor of 2--3 more pulsars in same survey duration compared to its single pixel counterpart at the Green Bank Telescope. We also demonstrate that the new phased array receiver, ALPACA for the Arecibo telescope, will be a superior survey instrument and will find pulsars at a higher rate than most contemporary receivers by a factor of 2--10.",astro-ph.HE
arXiv:1907.13056,Y. P. Men et al.,"Piggyback search for fast radio bursts using Nanshan 26m and Kunming 40m radio telescopes -- I. Observing and data analysis systems, discovery of a mysterious peryton","We present our piggyback search for fast radio bursts using the Nanshan 26m Radio Telescope and the Kunming 40m Radio Telescope. The observations are performed in the L-band from 1380 MHz to 1700 MHz at Nanshan and S-band from 2170 MHz to 2310 MHz at Kunming. We built the \textsc{Roach2}-based FFT spectrometer and developed the real-time transient search software. We introduce a new radio interference mitigation technique named \emph{zero-DM matched filter} and give the formula of the signal-to-noise ratio loss in the transient search. Though we have no positive detection of bursts in about 1600 and 2400 hours data at Nanshan and Kunming respectively, an intriguing peryton was detected at Nanshan, from which hundreds of bursts were recorded. Perytons are terrestrial radio signals that mimic celestial fast radio bursts. They were first reported at Parkes and identified as microwave oven interferences later. The bursts detected at Nanshan show similar frequency swept emission and have double-peaked profiles. They appeared in different sky regions in about tens of minutes observations and the dispersion measure index is not exactly 2, which indicates the terrestrial origin. The peryton differs drastically from the known perytons detected at Parkes, because it appeared in a precise period of $p=1.71287\pm 0.00004$ s. Its origin remains unknown.",astro-ph.HE
arXiv:1907.12559,Kevin Bandura et al.,Packed Ultra-wideband Mapping Array (PUMA): A Radio Telescope for Cosmology and Transients,"PUMA is a proposal for an ultra-wideband, low-resolution and transit interferometric radio telescope operating at $200-1100\,\mathrm{MHz}$. Its design is driven by six science goals which span three science themes: the physics of dark energy (measuring the expansion history and growth of the universe up to $z=6$), the physics of inflation (constraining primordial non-Gaussianity and primordial features) and the transient radio sky (detecting one million fast radio bursts and following up SKA-discovered pulsars). We propose two array configurations composed of hexagonally close-packed 6m dish arrangements with 50% fill factor. The initial 5,000 element 'petite array' is scientifically compelling, and can act as a demonstrator and a stepping stone to the full 32,000 element 'full array'. Viewed as a 21cm intensity mapping telescope, the program has the noise equivalent of a traditional spectroscopic galaxy survey comprised of 0.6 and 2.5 billion galaxies at a comoving wavenumber of $k=0.5\,h\mathrm{Mpc}^{-1}$ spanning the redshift range $z = 0.3 - 6$ for the petite and full configurations, respectively. At redshifts beyond $z=2$, the 21cm technique is a uniquely powerful way of mapping the universe, while the low-redshift range will allow for numerous cross-correlations with existing and upcoming surveys. This program is enabled by the development of ultra-wideband radio feeds, cost-effective dish construction methods, commodity radio-frequency electronics driven by the telecommunication industry and the emergence of sufficient computing power to facilitate real-time signal processing that exploits the full potential of massive radio arrays. The project has an estimated construction cost of 55 and 330 million FY19 USD for the petite and full array configurations. Including R&D, design, operations and science analysis, the cost rises to 125 and 600 million FY19 USD, respectively.",astro-ph.IM
arXiv:1907.12473,"Jie-Shuang Wang, Dong Lai, ",Fast radio burst counterparts and their implications for the central engine,"While the radiation mechanism of fast radio bursts (FRBs) is unknown, coherent curvature radiation and synchrotron maser are promising candidates. We find that both radiation mechanisms work for a neutron star (NS) central engine with $B\gtrsim 10^{12}$ G, while for the synchrotron maser, the central engine can also be an accreting black hole (BH) with $B\gtrsim 10^{12}$ G and a white dwarf (WD) with $B\sim 10^8-10^9$ G. We study the electromagnetic counterparts associated with such central engines, i.e., nebulae for repeating FRBs and afterglows for non-repeating FRBs. In general, the energy spectrum and flux density of the counterpart depend strongly on its size and total injected energy. We apply the calculation to the nebula of FRB 121102 and find that the persistent radio counterpart requires the average energy injection rate into the nebula to be between $2.7\times10^{39}~{\rm erg/s}$ and $1.5\times10^{44}~{\rm erg/s}$, and the minimum injected energy be $6.0\times10^{47}~{\rm erg}$ in around $7$ yr. Consequently, we find that for FRB 121102 and its nebula: (1) WD and accretion BH central engines are disfavored; (2) a rotation-powered NS central engine works when $1.2\times10^{12}~{\rm G}\lesssim B\lesssim 7.8\times10^{14}~{\rm G}$ with initial period $P<180$ ms, but the radio emission must be more efficient than that in typical giant pulses of radio pulsars; and (3) a magnetic-powered NS central engine works when its internal magnetic field $B\gtrsim 10^{16}$ G. We also find that the radio-emitting electrons in the nebula could produce a significant rotation measure (RM), but cannot account for the entire observed RM of FRB 121102.",astro-ph.HE
arXiv:1907.11730,Tetsuya Hashimoto et al.,Luminosity-duration relation of fast radio bursts,"Nature of dark energy remains unknown. Especially, to constrain the time variability of the dark-energy, a new, standardisable candle that can reach more distant Universe has been awaited. Here we propose a new distance measure using fast radio bursts (FRBs), which are a new emerging population of $\sim$ ms time scale radio bursts that can reach high-$z$ in quantity. We show an empirical positive correlation between the time-integrated luminosity (L$_{\nu}$) and rest-frame intrinsic duration ($w_{\rm int,rest}$) of FRBs. The L$_{\nu}-w_{\rm int,rest}$ correlation is with a weak strength but statistically very significant, i.e., Pearson coefficient is $\sim$ 0.5 with p-value of $\sim$0.038, despite the smallness of the current sample. This correlation can be used to measure intrinsic luminosity of FRBs from the observed $w_{\rm int,rest}$. By comparing the luminosity with observed flux, we measure luminosity distances to FRBs, and thereby construct the Hubble diagram. This FRB cosmology with the L$_{\nu}-w_{\rm int,rest}$ relation has several advantages over SNe Ia, Gamma-Ray Burst (GRB), and well-known FRB dispersion measure (DM)-$z$ cosmology; (i) access to higher redshift Universe beyond the SNe Ia, (ii) high event rate that is $\sim$ 3 order of magnitude more frequent than GRBs, and (iii) it is free from the uncertainty from intergalactic electron density models, i.e., we can remove the largest uncertainty in the well-debated DM-$z$ cosmology of FRB. Our simulation suggests that the L$_{\nu}-w_{\rm int,rest}$ relation provides us with useful constraints on the time variability of the dark energy when the next generation radio telescopes start to find FRBs in quantity.",astro-ph.CO
arXiv:1907.10488,Bin Liu et al.,Prospects of strongly lensed repeating fast radio bursts: complementary constraints on dark energy evolution,"Fast radio bursts (FRBs) are highly dispersed and probably extragalactic radio flashes with millisecond-duration. Recently, the Canadian Hydrogen Intensity Mapping Experiment (using the CHIME/FRB instrument) has reported detections of 13 FRBs during a pre-commissioning phase. It is more exciting that one of the 13 FRBs is a second source of repeaters which suggests that CHIME/FRB and other wide-field sensitive radio telescopes will find a substantial population of repeating FRBs. We have proposed strongly lensed repeating FRBs as a precision cosmological probe, e.g. constraining the Hubble constant and model-independently estimating the cosmic curvature. Here, we study complementary constraints on the equation of state of dark energy from strongly lensed FRBs to currently available popular probes. It is found that, in the framework of Chevalier-Polarski-Linder parametrization, adding time delay measurement of 30 strongly lensed FRB systems to cosmic microwave background radiation and type Ia supernovae can improve the dark energy figure of merit by a factor 2. In the precision cosmology era, this improvement is of great significance for studying the nature of dark energy.",astro-ph.CO
arXiv:1907.10394,"Arthur G. Suvorov, Kostas D. Kokkotas, ",Young magnetars with fracturing crusts as fast radio burst repeaters,"Fast radio bursts are millisecond-duration radio pulses of extragalactic origin. A recent statistical analysis has found that the burst energetics of the repeating source FRB 121102 follow a power-law, with an exponent that is curiously consistent with the Gutenberg-Richter law for earthquakes. This hints that repeat-bursters may be compact objects undergoing violent tectonic activity. For young magnetars, possessing crustal magnetic fields which are both strong ($B \gtrsim 10^{15}$ G) and highly multipolar, Hall drift can instigate significant field rearrangements even on $\lesssim$ century long timescales. This reconfiguration generates zones of magnetic stress throughout the outer layers of the star, potentially strong enough to facilitate frequent crustal failures. In this paper, assuming a quake scenario, we show how the crustal field evolution, which determines the resulting fracture geometries, can be tied to burst properties. Highly anisotropic stresses are generated by the rapid evolution of multipolar fields, implying that small, localised cracks can occur sporadically throughout the crust during the Hall evolution. Each of these shallow fractures may release bursts of energy, consistent in magnitude with those seen in the repeating sources FRB 121102 and FRB 180814.J0422+73.",astro-ph.HE
arXiv:1907.09772,Jun-Jie Wei et al.,Constraining the Evolution of the Baryon Fraction in the IGM with FRB and H(z) data,"Extragalactic dispersion measures (DMs) obtained from observations of fast radio bursts (FRBs) are an excellent tool for probing intergalactic medium (IGM) and for conducting cosmography. However, the DM contribution from the IGM (${\rm DM_{IGM}}$) depends on the fraction of baryon mass in the IGM, $f_{\rm IGM}$, which is not properly constrained. As $f_{\rm IGM}(z)$ is geometrically related to the Hubble parameter $H(z)$ and ${\rm DM_{IGM}}(z)$, here we propose that combining two independent measurements of FRBs and $H(z)$ in similar redshift ranges provides a novel and cosmology-free method to constrain the evolution of $f_{\rm IGM}(z)$. Under the assumption that $f_{\rm IGM}$ is evolving with redshift in a functional form, we forecast that the evolution of $f_{\rm IGM}(z)$ can be well inferred in a combined analysis of $\sim3000$ ${\rm DM_{IGM}}(z)$ derived from FRBs and $\sim50$ $H(z)$ derived from the Hubble parameter data. Though the efficiency of our method is not as good as that of the other model-independent method involving the joint measurements of DM and luminosity distance of FRBs, our method offers a new model-independent way to constrain $f_{\rm IGM}(z)$.",astro-ph.CO
arXiv:1907.09650,Stefan Hackstein et al.,Fast Radio Burst dispersion measures and rotation measures and the origin of intergalactic magnetic fields,"We investigate the possibility of measuring intergalactic magnetic fields using the dispersion measures and rotation measures of fast radio bursts. With Bayesian methods, we produce probability density functions for values of these measures. We distinguish between contributions from the intergalactic medium, the host galaxy and the local environment of the progenitor. To this end, we use constrained, magnetohydrodynamic simulations of the local Universe to compute lines-of-sight integrals from the position of the Milky Way. In particular, we differentiate between predominantly astrophysical and primordial origins of magnetic fields in the intergalactic medium. We test different possible types of host galaxies and probe different distribution functions of fast radio burst progenitor locations inside the host galaxy. Under the assumption that fast radio bursts are produced by magnetars, we use analytic predictions to account for the contribution of the local environment. We find that less than 100 fast radio bursts from magnetars in stellar-wind environments hosted by starburst dwarf galaxies at redshift $z \gtrsim 0.5$ suffice to discriminate between predominantly primordial and astrophysical origins of intergalactic magnetic fields. However, this requires the contribution of the Milky Way to be removed with a precision of $\approx 1 \rm~rad~m^{-2}$. We show the potential existence of a subset of fast radio bursts whose rotation measure carry information on the strength of the intergalactic magnetic field and its origins.",astro-ph.CO
arXiv:1907.08386,C. Guidorzi et al.,A search for gamma-ray prompt emission associated with the Lorimer Burst FRB010724,"No transient electromagnetic emission has yet been found in association to fast radio bursts (FRBs), the only possible exception (3sigma confidence) being the putative gamma-ray signal detected in Swift/BAT data in the energy band 15-150 keV at the time and position of FRB131104. Systematic searches for hard X/gamma-ray counterparts to other FRBs ended up with just lower limits on the radio/gamma-ray fluence ratios. In 2001, at the time of the earliest discovered FRBs, the BeppoSAX Gamma-Ray Burst Monitor (GRBM) was one of the most sensitive open sky gamma-ray monitors in the 40-700~keV energy band. During its lifetime, one of the FRBs with the highest radio fluence ever recorded, FRB010724 (800 +- 400 Jy ms), also known as the Lorimer burst, was promptly visible to the GRBM. Upon an accurate modeling of the GRBM background, eased by its equatorial orbit, we searched for a possible gamma-ray signal in the first 400 s following the FRB, similar to that claimed for FRB131104 and found no significant emission down to a 5-sigma limit in the range (0.24-4.7)x10^-6 erg cm^-2 (corresponding to 1 and 400 s integration time, respectively), in the energy band 40-700 keV. This corresponds to eta = F_radio/F_gamma>10^{8-9} Jy ms erg^-1 cm^2, i.e. the deepest limit on the ratio between radio and gamma-ray fluence, which rules out a gamma-ray counterpart similar to that of FRB131104. We discuss the implications on the possible mechanisms and progenitors that have been proposed in the literature, also taking into account its relatively low dispersion measure (375 +- 3 pc cm^-3) and an inferred redshift limit of z<0.4.",astro-ph.HE
arXiv:1907.07948,"E. F. Keane, C. R. H. Walker, ",Fast Radio Burst Injection Tests,"Searches for fast radio bursts (FRBs) are underway at a growing number of radio telescopes worldwide. The sample size is now sufficient to enable many investigations into the population properties. As such, understanding the true sensitivity thresholds, effective observing time expended, survey completeness and parameter space coverage has become vital for calibrating the observed distributions. Recently the Molonglo FRB search team reported on their, as yet unique, efforts to inject synthetic FRB signals into their telescope data streams. Their results show 10 percent of injections being missed, even at very high signal-to-noise (S/N) ratios. Their pipeline employs components considered standard across several telescopes so that the result is potentially alarming. In this paper we present a further look at these missed injections. It is shown that all of the missed injections can be explained by combinations of the noise statistics, mis-labelling, overly harsh data analysis cuts, incorrect S/N calculations and radio frequency interference. There is no need to be alarmed.",astro-ph.IM
arXiv:1907.07648,G. Hallinan et al.,The DSA-2000 -- A Radio Survey Camera,"We present the DSA-2000: a world-leading radio survey telescope and multi-messenger discovery engine for the next decade. The array will be the first true radio camera, outputting science-ready image data over the 0.7 - 2 GHz frequency range with a spatial resolution of 3.5 arcsec. With 2000 x 5 m dishes, the DSA-2000 will have an equivalent point-source sensitivity to SKA1-mid, but with ten times the survey speed. The DSA-2000 is envisaged as an all-sky survey instrument complementary to the ngVLA, and as a counterpart to the LSST (optical), SPHEREx (near-infrared) and SRG/eROSITA (X-ray) all-sky surveys. Over a five-year prime phase, the DSA-2000 will image the entire sky above declination -30 degrees every four months, detecting > 1 unique billion radio sources in a combined full-Stokes sky map with 500 nJy/beam rms noise. This all-sky survey will be complemented by intermediate and deep surveys, as well as spectral and polarization image cubes. The array will be a cornerstone for multi-messenger science, serving as the principal instrument for the US pulsar timing array community, and by searching for radio afterglows of compact object mergers detected by LIGO and Virgo. The array will simultaneously detect and localize ~10,000 fast radio bursts each year, realizing their ultimate use as a cosmological tool. The DSA-2000 will be proposed to the NSF Mid-Scale Research Infrastructure-2 program with a view to first light in 2026",astro-ph.IM
arXiv:1907.07567,"Fabian Schüssler, ",The Transient program of the Cherenkov Telescope Array,"The Cherenkov Telescope Array (CTA) is the next generation high-energy gamma-ray observatory. It will improve the sensitivity of current instruments up to an order of magnitude, while providing energy coverage for photons from 20 GeV to at least 300 TeV to reach high redshifts and extreme accelerators and will give access to the shortest time-scale phenomena. CTA is thus a uniquely powerful instrument for the exploration of the violent and variable universe. The ability to probe short timescales at the highest energies will allow CTA to explore the connection between accretion and ejection phenomena surrounding compact objects, investigate the processes occurring in relativistic outflows, and open up significant phase space for serendipitous discoveries. Aiming at playing a central role in the era of multi-messenger astrophysics, the CTA Transient program includes follow-up observations of a broad range of multi-wavelength and multi-messenger alerts, ranging from Galactic compact object binary systems to novel phenomena like Fast Radio Bursts. A promising case is that of gamma-ray bursts (GRBs), where CTA will for the first time enable high-statistics measurements above $\sim$ 10 GeV, probing new spectral components and shedding light on the physical processes at work in these systems. Dedicated programs searching for very-high-energy (VHE) gamma-ray counterparts to gravitational waves and high-energy neutrinos complete the CTA transients program. This contribution will introduce and outline the CTA Transients program. We will provide an overview of the various science topics and discuss the links to multi-messenger and multi-wavelength observations.",astro-ph.HE
arXiv:1907.06830,"Masamune Oguri, ",Strong gravitational lensing of explosive transients,"Recent rapid progress in time domain surveys makes it possible to detect various types of explosive transients in the Universe in large numbers, some of which will be gravitationally lensed into multiple images. Although a large number of strongly lensed distant galaxies and quasars have already been discovered, strong lensing of explosive transients opens up new applications, including improved measurements of cosmological parameters, powerful probes of small scale structure of the Universe, and new observational tests of dark matter scenarios, thanks to their rapidly evolving light curves as well as their compact sizes. In particular, compact sizes of emitting regions of these transient events indicate that wave optics effects play an important role in some cases, which can lead to totally new applications of these lensing events. Recently we have witnessed first discoveries of strongly lensed supernovae, and strong lensing events of other types of explosive transients such as gamma-ray bursts, fast radio bursts, and gravitational waves from compact binary mergers are expected to be observed soon. In this review article, we summarize the current state of research on strong gravitational lensing of explosive transients and discuss future prospects.",astro-ph.CO
